timestamp,volume,vwap,open,close,high,low
2026-09-10 09:30:00-04:00,560053.489015,288.1387,288.48,287.8,288.54,287.775
2026-09-10 09:31:00-04:00,325448.063409,287.9202,287.8,287.93,288.18,287.67
2026-09-10 09:32:00-04:00,322637.529627,288.1843,287.94,288.14,288.4,287.905
2026-09-10 09:33:00-04:00,307845.151032,288.2813,288.14,288.25,288.36,288.12
2026-09-10 09:34:00-04:00,199942.748687,288.2654,288.27,288.23,288.36,288.15
2026-09-10 09:35:00-04:00,154513.658698,288.3659,288.23,288.47,288.47,288.155
2026-09-10 09:36:00-04:00,154489.922717,288.6783,288.44,288.64,288.8499,288.44
2026-09-10 09:37:00-04:00,149542.382294,288.4556,288.685,288.4,288.73,288.235
2026-09-10 09:38:00-04:00,213254.695014,288.4085,288.395,288.25,288.47,288.23
2026-09-10 09:39:00-04:00,101651.093628,288.3404,288.24,288.53,288.54,288.18
2026-09-10 09:40:00-04:00,137107.598592,288.4736,288.52,288.46,288.55,288.39
2026-09-10 09:41:00-04:00,248146.297888,288.5796,288.48,288.72,288.73,288.46
2026-09-10 09:42:00-04:00,106969.801483,288.6375,288.72,288.66,288.81,288.43
2026-09-10 09:43:00-04:00,85591.554105,288.7055,288.675,288.565,288.82,288.55
2026-09-10 09:44:00-04:00,97480.381123,288.4477,288.565,288.4,288.6,288.33
2026-09-10 09:45:00-04:00,91552.282254,288.4376,288.4,288.47,288.5,288.38
2026-09-10 09:46:00-04:00,244420.812531,288.5158,288.45,288.65,288.655,288.29
2026-09-10 09:47:00-04:00,52765.178635,288.5569,288.66,288.52,288.67,288.42
2026-09-10 09:48:00-04:00,64915.782877,288.4521,288.5,288.45,288.58,288.325
2026-09-10 09:49:00-04:00,116755.286452,288.5579,288.46,288.56,288.71,288.36
2026-09-10 09:50:00-04:00,71937.765232,288.3555,288.57,288.3,288.58,288.255
2026-09-10 09:51:00-04:00,59508.973593,288.1023,288.265,288.01,288.285,287.98
2026-09-10 09:52:00-04:00,168250.766096,288.1613,288.005,288.21,288.26,287.95
2026-09-10 09:53:00-04:00,30721.297103,288.1436,288.21,288.09,288.27,288.02
2026-09-10 09:54:00-04:00,34651.805194,288.1327,288.1,288.08,288.2,288.07
2026-09-10 09:55:00-04:00,44974.118048,288.1257,288.09,288.1,288.2199,288.04
2026-09-10 09:56:00-04:00,60714.809911,288.0519,288.1,288.135,288.14,287.98
2026-09-10 09:57:00-04:00,36528.513172,288.0598,288.14,288.015,288.15,288.0
2026-09-10 09:58:00-04:00,26438.494477,288.0024,288.025,287.935,288.05,287.925
2026-09-10 09:59:00-04:00,96060.041423,288.2386,287.935,287.94,287.94,287.8101
2026-09-10 10:00:00-04:00,107583.582525,288.1824,287.93,288.19,288.36,287.92
2026-09-10 10:01:00-04:00,73449.156192,288.284,288.17,288.42,288.42,288.145
2026-09-10 10:02:00-04:00,156061.758271,288.3847,288.43,288.28,288.47,288.24
2026-09-10 10:03:00-04:00,38541.794374,288.2131,288.295,288.26,288.31,288.11
2026-09-10 10:04:00-04:00,49231.23657,288.0954,288.27,288.1,288.27,288.06
2026-09-10 10:05:00-04:00,44603.164908,288.0299,288.1,287.92,288.12,287.92
2026-09-10 10:06:00-04:00,85094.671394,287.8808,287.92,287.84,287.95,287.805
2026-09-10 10:07:00-04:00,74516.170234,287.879,287.84,287.78,288.0,287.78
2026-09-10 10:08:00-04:00,81390.233091,287.8321,287.76,287.7099,287.87,287.7
2026-09-10 10:09:00-04:00,39891.222,287.7352,287.705,287.77,287.785,287.69
2026-09-10 10:10:00-04:00,55201.581011,287.7052,287.76,287.73,287.81,287.621
2026-09-10 10:11:00-04:00,65493.481766,287.8741,287.72,287.93,287.97,287.705
