timestamp,volume,vwap,open,close,high,low
2026-09-10 09:30:00-04:00,645369.387961,707.8519,707.55,708.3209,708.39,707.34
2026-09-10 09:31:00-04:00,344566.97913,708.106,708.3,708.11,708.44,707.87
2026-09-10 09:32:00-04:00,275890.16108,707.5707,708.15,707.26,708.25,707.11
2026-09-10 09:33:00-04:00,218343.110601,707.2829,707.25,707.91,707.92,706.855
2026-09-10 09:34:00-04:00,161118.508721,708.0103,707.89,707.775,708.33,707.59
2026-09-10 09:35:00-04:00,207053.410571,708.2009,707.78,708.17,708.615,707.58
2026-09-10 09:36:00-04:00,172287.826018,708.5156,708.1162,708.47,708.74,708.07
2026-09-10 09:37:00-04:00,149409.938304,708.3737,708.48,708.2829,708.73,707.99
2026-09-10 09:38:00-04:00,146038.680247,708.6092,708.28,708.85,708.92,708.11
2026-09-10 09:39:00-04:00,216145.404441,709.3694,708.81,709.721,709.9,708.77
2026-09-10 09:40:00-04:00,175285.941045,709.9379,709.7463,709.92,710.27,709.56
2026-09-10 09:41:00-04:00,191168.073259,709.5417,709.91,709.225,710.11,709.09
2026-09-10 09:42:00-04:00,130498.646849,709.3334,709.2568,709.35,709.5899,708.9801
2026-09-10 09:43:00-04:00,92029.648677,709.4191,709.33,709.34,709.7195,709.15
2026-09-10 09:44:00-04:00,115565.668859,709.1728,709.345,708.77,709.5505,708.66
2026-09-10 09:45:00-04:00,142928.434327,708.9662,708.78,709.4,709.47,708.6255
2026-09-10 09:46:00-04:00,97446.982918,709.5484,709.43,709.8801,709.9,709.1237
2026-09-10 09:47:00-04:00,98337.363173,709.7143,709.86,709.67,709.94,709.51
2026-09-10 09:48:00-04:00,148918.186067,709.2004,709.67,709.172,709.7,708.88
2026-09-10 09:49:00-04:00,271802.594487,709.8101,709.1,709.888816,710.36,708.97
2026-09-10 09:50:00-04:00,136223.110727,709.3117,709.91,708.94,709.95,708.7
2026-09-10 09:51:00-04:00,149195.837558,708.5106,708.94,708.15,708.97,708.11
2026-09-10 09:52:00-04:00,122128.777325,708.2459,708.27,708.36,708.49,708.015
2026-09-10 09:53:00-04:00,79821.890276,708.2153,708.34,708.25,708.45,707.95
2026-09-10 09:54:00-04:00,66380.710632,708.4042,708.27,707.95,708.69,707.925
2026-09-10 09:55:00-04:00,79506.39634,708.01,707.995,708.035,708.23,707.7605
2026-09-10 09:56:00-04:00,76349.206742,707.926,708.02,708.1317,708.235,707.58
2026-09-10 09:57:00-04:00,64117.645231,708.1503,708.2,708.1,708.4071,707.845
2026-09-10 09:58:00-04:00,47431.728223,708.0259,708.07,707.7606,708.2,707.73
2026-09-10 09:59:00-04:00,51823.533223,707.8487,707.76,707.82,708.01,707.71
2026-09-10 10:00:00-04:00,93849.901505,708.3028,707.76,708.28,708.6,707.76
2026-09-10 10:01:00-04:00,84330.559501,708.6551,708.255,709.02,709.07,708.23
2026-09-10 10:02:00-04:00,91080.528255,709.3228,709.02,709.375,709.505,708.95
2026-09-10 10:03:00-04:00,84772.281484,709.4304,709.38,709.62,709.72,709.1827
2026-09-10 10:04:00-04:00,92998.185467,709.1886,709.63,708.98,709.63,708.96
2026-09-10 10:05:00-04:00,86736.746786,708.9395,708.985,708.73,709.2,708.6643
2026-09-10 10:06:00-04:00,55983.780766,708.8039,708.73,708.8,708.965,708.64
2026-09-10 10:07:00-04:00,75109.956106,708.6794,708.77,708.26,709.1199,708.245
2026-09-10 10:08:00-04:00,81274.327243,708.2342,708.2745,708.3862,708.47,708.04
2026-09-10 10:09:00-04:00,56389.12297,708.3844,708.38,708.69,708.74,708.22
2026-09-10 10:10:00-04:00,58018.234107,708.855,708.738,708.795,709.1,708.53
2026-09-10 10:11:00-04:00,112265.09213,708.563,708.75,708.88,709.0391,708.32
2026-09-10 10:12:00-04:00,70965.100049,708.9888,708.9,709.07,709.17,708.86
2026-09-10 10:13:00-04:00,142792.757827,709.4575,709.165,709.44,709.51,709.165
2026-09-10 10:14:00-04:00,53097.264517,709.075,709.45,708.79,709.48,708.693
