timestamp,open,high,low,close,volume
2023-12-15,2005.1500244140625,2009.0799560546875,1975.1300048828125,1985.1300048828125,8218980000.0
2023-12-18,1991.6099853515625,1996.510009765625,1980.75,1982.4200439453125,4060340000.0
2023-12-19,1996.3299560546875,2024.25,1995.239990234375,2020.949951171875,4026970000.0
2023-12-20,2016.8699951171875,2039.81005859375,1982.56005859375,1982.8399658203125,4201320000.0
2023-12-21,2005.8199462890625,2017.1800537109375,1997.449951171875,2017.06005859375,3431180000.0
2023-12-22,2028.219970703125,2042.469970703125,2025.75,2033.9599609375,3046770000.0
2023-12-26,2043.1400146484375,2064.639892578125,2039.3499755859375,2059.18994140625,2513910000.0
2023-12-27,2063.590087890625,2071.780029296875,2056.3701171875,2066.2099609375,2748450000.0
2023-12-28,2058.179931640625,2068.85009765625,2053.639892578125,2058.340087890625,2698860000.0
2023-12-29,2054.22998046875,2056.6201171875,2027.0699462890625,2027.0699462890625,3126060000.0
2024-01-02,2012.75,2032.489990234375,2003.4100341796875,2012.800048828125,3743050000.0
2024-01-03,1995.1700439453125,1995.1700439453125,1958.030029296875,1959.199951171875,3950760000.0
2024-01-04,1964.3499755859375,1970.5400390625,1956.699951171875,1957.72998046875,3715480000.0
2024-01-05,1943.5,1967.989990234375,1941.77001953125,1951.1400146484375,3844370000.0
2024-01-08,1948.9000244140625,1989.010009765625,1944.8599853515625,1989.010009765625,3742320000.0
2024-01-09,1964.719970703125,1975.22998046875,1957.4200439453125,1968.0400390625,3529960000.0
2024-01-10,1965.469970703125,1971.25,1953.0,1970.260009765625,3498680000.0
2024-01-11,1963.1099853515625,1964.22998046875,1934.3199462890625,1955.4599609375,3759890000.0
2024-01-12,1977.8800048828125,1983.81005859375,1947.5,1950.9599609375,3486340000.0
2024-01-16,1934.6400146484375,1939.81005859375,1921.81005859375,1927.300048828125,4260550000.0
2024-01-17,1899.1800537109375,1914.2099609375,1898.239990234375,1913.1700439453125,3928600000.0
2024-01-18,1924.010009765625,1926.050048828125,1901.6500244140625,1923.6500244140625,4019000000.0
2024-01-19,1934.0899658203125,1944.3900146484375,1914.469970703125,1944.3900146484375,4287200000.0
2024-01-22,1960.93994140625,1984.1199951171875,1960.93994140625,1983.3800048828125,4297610000.0
2024-01-23,2000.5899658203125,2001.1400146484375,1969.93994140625,1976.27001953125,3912800000.0
2024-01-24,2000.1800537109375,2000.1800537109375,1960.47998046875,1961.8599853515625,4330030000.0
2024-01-25,1987.25,1989.2099609375,1963.8900146484375,1975.8800048828125,4020430000.0
2024-01-26,1986.6700439453125,1993.43994140625,1974.6300048828125,1978.3299560546875,3353400000.0
2024-01-29,1978.1400146484375,2011.6500244140625,1972.780029296875,2011.4200439453125,3525160000.0
2024-01-30,2002.3599853515625,2005.219970703125,1990.8199462890625,1996.239990234375,3836130000.0
2024-01-31,1989.3199462890625,2003.1500244140625,1946.8900146484375,1947.3399658203125,4696120000.0
2024-02-01,1959.5799560546875,1974.4200439453125,1936.22998046875,1974.4200439453125,4386090000.0
2024-02-02,1950.780029296875,1971.510009765625,1944.5999755859375,1962.72998046875,3974350000.0
2024-02-05,1951.77001953125,1951.77001953125,1921.3599853515625,1937.239990234375,4023640000.0
2024-02-06,1936.77001953125,1954.0400390625,1932.0799560546875,1953.6300048828125,4440880000.0
2024-02-07,1954.3599853515625,1958.0699462890625,1939.969970703125,1950.3599853515625,4895590000.0
2024-02-08,1949.760009765625,1980.1500244140625,1948.6400146484375,1979.699951171875,4341860000.0
2024-02-09,1984.1099853515625,2010.77001953125,1984.1099853515625,2009.989990234375,3912990000.0
2024-02-12,2014.68994140625,2052.0,2014.68994140625,2045.260009765625,3805740000.0
2024-02-13,1987.260009765625,1992.97998046875,1950.469970703125,1964.1700439453125,4302190000.0
2024-02-14,1992.1300048828125,2014.06005859375,1983.0999755859375,2012.0999755859375,3845600000.0
2024-02-15,2027.530029296875,2062.800048828125,2027.06005859375,2061.47998046875,4137970000.0
